DT,DT_round,DT_floor,Measurement,Value
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,Depth,1.42
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,pH,7.64
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,Turbidity,15.5
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,Specific_Conductivity,59.17
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,FDOM,1.75
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,DO,9.16
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,DO_Sat,NA
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,Chl-a,0.04
2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,2024-04-29T23:15:00Z,Temperature,7.27
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,Depth,1.43
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,pH,7.63
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,Turbidity,18.43
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,Specific_Conductivity,59.26
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,FDOM,1.74
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,DO,9.15
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,DO_Sat,NA
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,Chl-a,0.03
2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,2024-04-29T23:00:00Z,Temperature,NA
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,Depth,1.41
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,pH,7.66
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,Turbidity,20.35
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,Specific_Conductivity,59.05
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,FDOM,1.72
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,DO,9.14
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,DO_Sat,NA
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,Chl-a,0.04
2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,2024-04-29T22:45:00Z,Temperature,7.37
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,Depth,1.42
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,pH,7.64
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,Turbidity,18.26
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,Specific_Conductivity,59.41
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,FDOM,1.73
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,DO,9.15
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,DO_Sat,NA
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,Chl-a,0.03
2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,2024-04-29T22:30:00Z,Temperature,7.37
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,Depth,1.4
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,pH,7.63
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,Turbidity,14.47
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,Specific_Conductivity,59.43
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,FDOM,1.72
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,DO,9.11
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,DO_Sat,NA
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,Chl-a,0.03
2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,2024-04-29T22:15:00Z,Temperature,7.41
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,Depth,1.39
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,pH,7.62
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,Turbidity,16.76
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,Specific_Conductivity,59.42
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,FDOM,1.68
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,DO,9.07
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,DO_Sat,NA
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,Chl-a,0.04
2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,2024-04-29T22:00:00Z,Temperature,NA
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,Depth,1.39
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,pH,7.66
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,Turbidity,21.66
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,Specific_Conductivity,59.37
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,FDOM,1.63
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,DO,9.05
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,DO_Sat,NA
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,Chl-a,0.04
2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,2024-04-29T21:45:00Z,Temperature,7.65
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,Depth,1.38
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,pH,7.65
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,Turbidity,36.56
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,Specific_Conductivity,60.03
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,FDOM,1.49
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,DO,9.04
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,DO_Sat,NA
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,Chl-a,0.03
2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,2024-04-29T21:30:00Z,Temperature,7.72
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,Depth,1.39
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,pH,7.65
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,Turbidity,63.28
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,Specific_Conductivity,60.41
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,FDOM,1.25
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,DO,9.01
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,DO_Sat,NA
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,Chl-a,0.03
2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,2024-04-29T21:15:00Z,Temperature,7.75
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,Depth,1.4
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,pH,7.68
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,Turbidity,10.89
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,Specific_Conductivity,60.06
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,FDOM,1.65
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,DO,9.07
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,DO_Sat,NA
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,Chl-a,0.03
2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,2024-04-29T21:00:00Z,Temperature,NA
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,Depth,1.38
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,pH,7.69
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,Turbidity,12.51
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,Specific_Conductivity,60.11
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,FDOM,1.64
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,DO,9.1
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,DO_Sat,NA
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,Chl-a,0.03
2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,2024-04-29T20:45:00Z,Temperature,7.7
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,Depth,1.4
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,pH,7.7
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,Turbidity,15.44
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,Specific_Conductivity,60.01
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,FDOM,1.63
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,DO,9.16
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,DO_Sat,NA
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,Chl-a,0.03
2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,2024-04-29T20:30:00Z,Temperature,7.63
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,Depth,1.38
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,pH,7.7
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,Turbidity,12.43
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,Specific_Conductivity,54.73
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,FDOM,1.64
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,DO,9.26
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,DO_Sat,NA
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,Chl-a,0.03
2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,2024-04-29T20:15:00Z,Temperature,7.39
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,Depth,1.38
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,pH,7.65
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,Turbidity,10.88
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,Specific_Conductivity,54.66
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,FDOM,1.66
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,DO,9.35
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,DO_Sat,NA
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,Chl-a,0.03
2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,2024-04-29T20:00:00Z,Temperature,NA
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,Depth,1.38
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,pH,7.67
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,Turbidity,12.51
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,Specific_Conductivity,54.6
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,FDOM,1.68
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,DO,9.43
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,DO_Sat,NA
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,Chl-a,0.03
2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,2024-04-29T19:45:00Z,Temperature,6.61
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,Depth,1.39
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,pH,7.68
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,Turbidity,11.77
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,Specific_Conductivity,55.03
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,FDOM,1.7
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,DO,9.49
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,DO_Sat,NA
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,Chl-a,0.03
2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,2024-04-29T19:30:00Z,Temperature,6.3
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,Depth,1.4
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,pH,7.7
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,Turbidity,10.28
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,Specific_Conductivity,55.17
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,FDOM,1.72
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,DO,9.57
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,DO_Sat,NA
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,Chl-a,0.03
2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,2024-04-29T19:15:00Z,Temperature,6.09
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,Depth,1.4
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,pH,7.67
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,Turbidity,9.87
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,Specific_Conductivity,55.36
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,FDOM,1.75
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,DO,9.67
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,DO_Sat,NA
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,Chl-a,0.03
2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,2024-04-29T19:00:00Z,Temperature,NA
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,Depth,1.41
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,pH,7.68
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,Turbidity,10.06
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,Specific_Conductivity,55.5
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,FDOM,1.77
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,DO,9.73
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,DO_Sat,NA
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,Chl-a,0.03
2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,2024-04-29T18:45:00Z,Temperature,5.5
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,Depth,1.4
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,pH,7.68
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,Turbidity,10.22
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,Specific_Conductivity,55.81
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,FDOM,1.79
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,DO,9.78
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,DO_Sat,NA
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,Chl-a,0.03
2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,2024-04-29T18:30:00Z,Temperature,5.24
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,Depth,1.39
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,pH,7.68
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,Turbidity,9.06
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,Specific_Conductivity,56.1
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,FDOM,1.81
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,DO,9.9
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,DO_Sat,NA
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,Chl-a,0.03
2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,2024-04-29T18:15:00Z,Temperature,4.86
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,Depth,1.41
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,pH,7.65
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,Turbidity,9.94
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,Specific_Conductivity,55.31
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,FDOM,1.84
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,DO,9.97
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,DO_Sat,NA
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,Chl-a,0.03
2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,2024-04-29T18:00:00Z,Temperature,NA
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,Depth,1.41
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,pH,7.66
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,Turbidity,12.39
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,Specific_Conductivity,55.78
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,FDOM,1.87
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,DO,10.02
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,DO_Sat,NA
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,Chl-a,0.03
2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,2024-04-29T17:45:00Z,Temperature,4.12
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,Depth,1.42
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,pH,7.63
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,Turbidity,10.6
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,Specific_Conductivity,56.72
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,FDOM,1.89
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,DO,10.05
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,DO_Sat,NA
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,Chl-a,0.02
2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,2024-04-29T17:30:00Z,Temperature,3.91
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,Depth,1.43
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,pH,7.64
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,Turbidity,12.52
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,Specific_Conductivity,56.97
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,FDOM,1.87
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,DO,10.13
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,DO_Sat,NA
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,Chl-a,0.02
2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,2024-04-29T17:15:00Z,Temperature,3.83
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,Depth,1.43
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,pH,7.66
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,Turbidity,26.68
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,Specific_Conductivity,57.62
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,FDOM,1.71
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,DO,10.15
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,DO_Sat,NA
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,Chl-a,0.03
2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,2024-04-29T17:00:00Z,Temperature,NA
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,Depth,1.42
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,pH,7.63
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,Turbidity,9.1
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,Specific_Conductivity,57.68
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,FDOM,1.93
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,DO,10.21
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,DO_Sat,NA
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,Chl-a,0.03
2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,2024-04-29T16:45:00Z,Temperature,3.41
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,Depth,1.4
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,pH,7.63
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,Turbidity,14.3
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,Specific_Conductivity,59.23
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,FDOM,1.96
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,DO,10.26
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,DO_Sat,NA
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,Chl-a,0.03
2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,2024-04-29T16:30:00Z,Temperature,3.22
2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,Depth,1.4
2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,pH,7.61
2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,Turbidity,9.68
2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,Specific_Conductivity,52.1
2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,2024-04-29T16:15:00Z,FDOM,1.97
