DT,DT_round,DT_floor,Measurement,Value
2024-05-11T05:30:00Z,2024-05-11T05:30:00Z,2024-05-11T05:30:00Z,Temperature,3.6
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,Depth,1.46
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,pH,7.48
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,Turbidity,8.75
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,Specific_Conductivity,64.14
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,FDOM,1.79
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,DO,9.97
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,DO_Sat,NA
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,Chl-a,0.04
2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,2024-05-11T05:15:00Z,Temperature,3.71
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,Depth,1.46
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,pH,7.52
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,Turbidity,6.62
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,Specific_Conductivity,64.14
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,FDOM,1.79
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,DO,9.96
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,DO_Sat,NA
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,Chl-a,0.04
2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,2024-05-11T05:00:00Z,Temperature,NA
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,Depth,1.47
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,pH,7.52
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,Turbidity,7.23
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,Specific_Conductivity,64.07
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,FDOM,1.78
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,DO,9.95
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,DO_Sat,NA
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,Chl-a,0.04
2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,2024-05-11T04:45:00Z,Temperature,3.94
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,Depth,1.46
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,pH,7.42
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,Turbidity,6.51
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,Specific_Conductivity,63.98
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,FDOM,1.77
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,DO,9.89
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,DO_Sat,NA
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,Chl-a,0.04
2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,2024-05-11T04:30:00Z,Temperature,4.05
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,Depth,1.47
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,pH,7.49
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,Turbidity,11.13
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,Specific_Conductivity,63.94
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,FDOM,1.77
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,DO,9.87
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,DO_Sat,NA
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,Chl-a,0.04
2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,2024-05-11T04:15:00Z,Temperature,4.17
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,Depth,1.28
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,pH,7.44
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,Turbidity,6.35
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,Specific_Conductivity,62.84
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,FDOM,1.65
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,DO,9.42
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,DO_Sat,NA
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,Chl-a,0.04
2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,2024-05-12T04:00:00Z,Temperature,NA
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,Depth,1.27
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,pH,7.52
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,Turbidity,7.98
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,Specific_Conductivity,62.74
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,FDOM,1.65
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,DO,9.4
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,DO_Sat,NA
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,Chl-a,0.05
2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,2024-05-12T03:45:00Z,Temperature,5.74
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,Depth,1.28
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,pH,7.48
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,Turbidity,6.22
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,Specific_Conductivity,62.73
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,FDOM,1.64
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,DO,9.36
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,DO_Sat,NA
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,Chl-a,0.04
2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,2024-05-12T03:30:00Z,Temperature,5.86
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,Depth,1.28
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,pH,7.45
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,Turbidity,7.72
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,Specific_Conductivity,62.72
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,FDOM,1.63
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,DO,9.33
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,DO_Sat,NA
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,Chl-a,0.04
2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,2024-05-12T03:15:00Z,Temperature,5.99
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,Depth,1.27
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,pH,7.51
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,Turbidity,7.13
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,Specific_Conductivity,62.66
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,FDOM,1.62
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,DO,9.29
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,DO_Sat,NA
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,Chl-a,0.04
2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,2024-05-12T03:00:00Z,Temperature,NA
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,Depth,1.28
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,pH,7.51
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,Turbidity,6.36
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,Specific_Conductivity,62.68
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,FDOM,1.61
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,DO,9.27
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,DO_Sat,NA
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,Chl-a,0.04
2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,2024-05-12T02:45:00Z,Temperature,6.25
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,Depth,1.26
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,pH,7.49
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,Turbidity,7.16
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,Specific_Conductivity,62.73
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,FDOM,1.59
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,DO,9.23
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,DO_Sat,NA
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,Chl-a,0.04
2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,2024-05-12T02:30:00Z,Temperature,6.38
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,Depth,1.27
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,pH,7.49
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,Turbidity,7.32
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,Specific_Conductivity,62.72
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,FDOM,1.59
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,DO,9.21
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,DO_Sat,NA
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,Chl-a,0.04
2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,2024-05-12T02:15:00Z,Temperature,6.51
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,Depth,1.25
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,pH,7.58
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,Turbidity,8.43
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,Specific_Conductivity,62.67
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,FDOM,1.57
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,DO,9.2
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,DO_Sat,NA
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,Chl-a,0.04
2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,2024-05-12T02:00:00Z,Temperature,NA
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,Depth,1.25
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,pH,7.58
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,Turbidity,6.97
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,Specific_Conductivity,62.71
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,FDOM,1.56
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,DO,9.18
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,DO_Sat,NA
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,Chl-a,0.04
2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,2024-05-12T01:45:00Z,Temperature,6.74
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,Depth,1.26
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,pH,7.59
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,Turbidity,7.1
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,Specific_Conductivity,62.62
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,FDOM,1.55
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,DO,9.17
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,DO_Sat,NA
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,Chl-a,0.04
2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,2024-05-12T01:30:00Z,Temperature,6.87
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,Depth,1.23
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,pH,7.56
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,Turbidity,6.5
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,Specific_Conductivity,62.62
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,FDOM,1.54
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,DO,9.18
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,DO_Sat,NA
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,Chl-a,0.04
2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,2024-05-12T01:15:00Z,Temperature,7.01
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,Depth,1.24
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,pH,7.62
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,Turbidity,8.25
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,Specific_Conductivity,62.59
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,FDOM,1.53
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,DO,9.17
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,DO_Sat,NA
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,Chl-a,0.05
2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,2024-05-12T01:00:00Z,Temperature,NA
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,Depth,1.23
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,pH,7.61
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,Turbidity,6.8
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,Specific_Conductivity,62.59
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,FDOM,1.53
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,DO,9.16
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,DO_Sat,NA
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,Chl-a,0.04
2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,2024-05-12T00:45:00Z,Temperature,7.24
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,Depth,1.23
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,pH,7.59
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,Turbidity,6.44
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,Specific_Conductivity,62.62
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,FDOM,1.52
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,DO,9.14
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,DO_Sat,NA
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,Chl-a,0.04
2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,2024-05-12T00:30:00Z,Temperature,7.34
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,Depth,1.24
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,pH,7.63
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,Turbidity,6.89
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,Specific_Conductivity,62.67
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,FDOM,1.51
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,DO,9.13
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,DO_Sat,NA
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,Chl-a,0.04
2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,2024-05-12T00:15:00Z,Temperature,7.44
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,Depth,1.23
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,pH,7.65
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,Turbidity,6.6
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,Specific_Conductivity,62.74
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,FDOM,1.5
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,DO,9.1
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,DO_Sat,NA
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,Chl-a,0.04
2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,2024-05-12T00:00:00Z,Temperature,NA
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,Depth,1.25
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,pH,7.62
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,Turbidity,6.42
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,Specific_Conductivity,62.76
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,FDOM,1.5
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,DO,9.08
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,DO_Sat,NA
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,Chl-a,0.04
2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,2024-05-11T23:45:00Z,Temperature,7.61
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,Depth,1.22
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,pH,7.62
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,Turbidity,7.2
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,Specific_Conductivity,62.76
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,FDOM,1.49
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,DO,9.06
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,DO_Sat,NA
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,Chl-a,0.04
2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,2024-05-11T23:30:00Z,Temperature,7.71
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,Depth,1.24
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,pH,7.65
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,Turbidity,5.94
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,Specific_Conductivity,62.8
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,FDOM,1.48
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,DO,9.05
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,DO_Sat,NA
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,Chl-a,0.04
2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,2024-05-11T23:15:00Z,Temperature,7.8
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,Depth,1.23
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,pH,7.64
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,Turbidity,5.94
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,Specific_Conductivity,62.81
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,FDOM,1.48
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,DO,9.02
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,DO_Sat,NA
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,Chl-a,0.04
2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,2024-05-11T23:00:00Z,Temperature,NA
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,Depth,1.25
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,pH,7.67
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,Turbidity,6.17
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,Specific_Conductivity,62.87
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,FDOM,1.47
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,DO,8.99
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,DO_Sat,NA
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,Chl-a,0.04
2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,2024-05-11T22:45:00Z,Temperature,8.01
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,Depth,1.23
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,pH,7.64
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,Turbidity,6.43
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,Specific_Conductivity,62.81
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,FDOM,1.45
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,DO,8.96
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,DO_Sat,NA
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,Chl-a,0.04
2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,2024-05-11T22:30:00Z,Temperature,8.09
2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,Depth,1.23
2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,pH,7.63
2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,Turbidity,6.65
2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,2024-05-11T22:15:00Z,Specific_Conductivity,62.87
