DT_round,Measurement,Value
2023-10-30T13:00:00Z,DO_Sat,79.55
2023-10-30T13:00:00Z,Chl-a,0
2023-10-30T13:00:00Z,Temperature,-0.06
2023-10-30T13:15:00Z,pH,8.01
2023-10-30T13:15:00Z,Actual_Conductivity,29.68
2023-10-30T13:15:00Z,Specific_Conductivity,56.92
2023-10-30T13:15:00Z,FDOM,0.56
2023-10-30T13:15:00Z,DO,9.77
2023-10-30T13:15:00Z,DO_Sat,79.55
2023-10-30T13:15:00Z,Temperature,-0.06
2023-10-30T14:45:00Z,pH,8.01
2023-10-30T14:45:00Z,Tubidity,1.61
2023-10-30T14:45:00Z,Actual_Conductivity,28.87
2023-10-30T14:45:00Z,Specific_Conductivity,55.4
2023-10-30T14:45:00Z,FDOM,0.53
2023-10-30T14:45:00Z,DO,9.84
2023-10-30T14:45:00Z,DO_Sat,80.08
2023-10-30T14:45:00Z,Temperature,-0.07
2023-10-30T14:30:00Z,pH,8.03
2023-10-30T14:30:00Z,Tubidity,0.76
2023-10-30T14:30:00Z,Actual_Conductivity,28.98
2023-10-30T14:30:00Z,Specific_Conductivity,55.6
2023-10-30T14:30:00Z,FDOM,0.54
2023-10-30T14:30:00Z,DO,9.84
2023-10-30T14:30:00Z,DO_Sat,80.1
2023-10-30T14:15:00Z,pH,8.03
2023-10-30T14:15:00Z,Actual_Conductivity,29.17
2023-10-30T14:15:00Z,Specific_Conductivity,55.97
2023-10-30T14:15:00Z,FDOM,0.54
2023-10-30T14:15:00Z,DO,9.82
2023-10-30T14:15:00Z,DO_Sat,79.9
2023-10-30T14:15:00Z,Temperature,-0.07
2023-10-30T13:45:00Z,pH,8.01
2023-10-30T13:45:00Z,Actual_Conductivity,29.38
2023-10-30T13:45:00Z,Specific_Conductivity,56.34
2023-10-30T13:45:00Z,FDOM,0.55
2023-10-30T13:45:00Z,DO,9.79
2023-10-30T13:45:00Z,DO_Sat,79.68
2023-10-30T13:30:00Z,pH,8
2023-10-30T13:30:00Z,Actual_Conductivity,29.52
2023-10-30T13:30:00Z,Specific_Conductivity,56.6
2023-10-30T13:30:00Z,FDOM,0.55
2023-10-30T13:30:00Z,DO,9.78
2023-10-30T13:30:00Z,DO_Sat,79.63
2023-10-30T13:30:00Z,Temperature,-0.06
2023-10-30T20:45:00Z,pH,8.01
2023-10-30T20:45:00Z,Tubidity,1.61
2023-10-30T20:45:00Z,Actual_Conductivity,28.87
2023-10-30T20:45:00Z,Specific_Conductivity,55.4
2023-10-30T20:45:00Z,FDOM,0.53
2023-10-30T20:45:00Z,DO,9.84
2023-10-30T20:45:00Z,DO_Sat,80.08
2023-10-30T20:45:00Z,Chl-a,0.01
2023-10-30T20:45:00Z,Temperature,-0.07
2023-10-30T20:30:00Z,pH,8.03
2023-10-30T20:30:00Z,Tubidity,0.76
2023-10-30T20:30:00Z,Actual_Conductivity,28.98
2023-10-30T20:30:00Z,Specific_Conductivity,55.6
2023-10-30T20:30:00Z,FDOM,0.54
2023-10-30T20:30:00Z,DO,9.84
2023-10-30T20:30:00Z,DO_Sat,80.1
2023-10-30T20:30:00Z,Chl-a,0.01
2023-10-30T20:30:00Z,Temperature,-0.07
2023-10-30T20:15:00Z,pH,8.03
2023-10-30T20:15:00Z,Tubidity,0
2023-10-30T20:15:00Z,Actual_Conductivity,29.17
2023-10-30T20:15:00Z,Specific_Conductivity,55.97
2023-10-30T20:15:00Z,FDOM,0.54
2023-10-30T20:15:00Z,DO,9.82
2023-10-30T20:15:00Z,DO_Sat,79.9
2023-10-30T20:15:00Z,Chl-a,0.01
2023-10-30T20:15:00Z,Temperature,-0.07
2023-10-30T20:00:00Z,Temperature,-0.06
2023-10-30T19:45:00Z,pH,8.01
2023-10-30T19:45:00Z,Tubidity,0
2023-10-30T19:45:00Z,Actual_Conductivity,29.38
2023-10-30T19:45:00Z,Specific_Conductivity,56.34
2023-10-30T19:45:00Z,FDOM,0.55
2023-10-30T19:45:00Z,DO,9.79
2023-10-30T19:45:00Z,DO_Sat,79.68
2023-10-30T19:45:00Z,Chl-a,0.01
2023-10-30T19:45:00Z,Temperature,-0.06
2023-10-30T19:30:00Z,pH,8
2023-10-30T19:30:00Z,Tubidity,0
2023-10-30T19:30:00Z,Actual_Conductivity,29.52
2023-10-30T19:30:00Z,Specific_Conductivity,56.6
2023-10-30T19:30:00Z,FDOM,0.55
2023-10-30T19:30:00Z,DO,9.78
2023-10-30T19:30:00Z,DO_Sat,79.63
2023-10-30T19:30:00Z,Chl-a,0.01
2023-10-30T19:30:00Z,Temperature,-0.06
2023-10-30T19:15:00Z,pH,8.01
2023-10-30T19:15:00Z,Tubidity,0
2023-10-30T19:15:00Z,Actual_Conductivity,29.68
2023-10-30T19:15:00Z,Specific_Conductivity,56.92
2023-10-30T19:15:00Z,FDOM,0.56
2023-10-30T19:15:00Z,DO,9.77
2023-10-30T19:15:00Z,DO_Sat,79.55
2023-10-30T19:15:00Z,Chl-a,0.01
2023-10-30T19:15:00Z,Temperature,-0.06
2023-10-30T19:00:00Z,pH,8.02
2023-10-30T19:00:00Z,Tubidity,0
2023-10-30T19:00:00Z,Actual_Conductivity,29.87
2023-10-30T19:00:00Z,Specific_Conductivity,57.3
2023-10-30T19:00:00Z,FDOM,0.56
2023-10-30T19:00:00Z,DO,9.77
2023-10-30T19:00:00Z,DO_Sat,79.55
2023-10-30T19:00:00Z,Chl-a,0
2023-10-30T19:00:00Z,Temperature,-0.06
2023-10-30T18:45:00Z,pH,8.02
2023-10-30T18:45:00Z,Tubidity,0
2023-10-30T18:45:00Z,Actual_Conductivity,30.03
2023-10-30T18:45:00Z,Specific_Conductivity,57.62
2023-10-30T18:45:00Z,FDOM,0.56
2023-10-30T18:45:00Z,DO,9.78
2023-10-30T18:45:00Z,DO_Sat,79.57
2023-10-30T18:45:00Z,Chl-a,0
2023-10-30T18:45:00Z,Temperature,-0.07
2023-10-30T18:30:00Z,pH,8.01
2023-10-30T18:30:00Z,Tubidity,3.02
2023-10-30T18:30:00Z,Actual_Conductivity,30.18
2023-10-30T18:30:00Z,Specific_Conductivity,57.91
2023-10-30T18:30:00Z,FDOM,0.57
2023-10-30T18:30:00Z,DO,9.77
2023-10-30T18:30:00Z,DO_Sat,79.49
2023-10-30T18:30:00Z,Chl-a,0
2023-10-30T18:30:00Z,Temperature,-0.07
2023-10-30T18:15:00Z,pH,8
2023-10-30T18:15:00Z,Tubidity,0
2023-10-30T18:15:00Z,Actual_Conductivity,30.35
2023-10-30T18:15:00Z,Specific_Conductivity,58.22
2023-10-30T18:15:00Z,FDOM,0.57
2023-10-30T18:15:00Z,DO,9.77
2023-10-30T18:15:00Z,DO_Sat,79.53
2023-10-30T18:15:00Z,Chl-a,0
2023-10-30T18:15:00Z,Temperature,-0.06
2023-10-30T18:00:00Z,pH,8.01
2023-10-30T18:00:00Z,Tubidity,0
2023-10-30T18:00:00Z,Actual_Conductivity,30.5
2023-10-30T18:00:00Z,Specific_Conductivity,58.51
2023-10-30T18:00:00Z,FDOM,0.58
2023-10-30T18:00:00Z,DO,9.78
2023-10-30T18:00:00Z,DO_Sat,79.56
2023-10-30T18:00:00Z,Chl-a,0.01
2023-10-30T18:00:00Z,Temperature,-0.06
2023-10-30T17:45:00Z,pH,8
2023-10-30T17:45:00Z,Tubidity,0
2023-10-30T17:45:00Z,Actual_Conductivity,30.62
2023-10-30T17:45:00Z,Specific_Conductivity,58.75
2023-10-30T17:45:00Z,FDOM,0.58
2023-10-30T17:45:00Z,DO,9.76
2023-10-30T17:45:00Z,DO_Sat,79.44
2023-10-30T17:45:00Z,Chl-a,0.01
2023-10-30T17:45:00Z,Temperature,-0.07
2023-10-30T17:30:00Z,pH,7.99
2023-10-30T17:30:00Z,Tubidity,0
2023-10-30T17:30:00Z,Actual_Conductivity,30.67
2023-10-30T17:30:00Z,Specific_Conductivity,58.86
2023-10-30T17:30:00Z,FDOM,0.58
2023-10-30T17:30:00Z,DO,9.75
2023-10-30T17:30:00Z,DO_Sat,79.33
2023-10-30T17:30:00Z,Chl-a,0.01
2023-10-30T17:30:00Z,Temperature,-0.07
2023-10-30T17:15:00Z,pH,7.99
2023-10-30T17:15:00Z,Tubidity,0
2023-10-30T17:15:00Z,Actual_Conductivity,30.74
2023-10-30T17:15:00Z,Specific_Conductivity,58.98
2023-10-30T17:15:00Z,FDOM,0.58
2023-10-30T17:15:00Z,DO,9.76
2023-10-30T17:15:00Z,DO_Sat,79.41
2023-10-30T17:15:00Z,Chl-a,0.01
2023-10-30T17:15:00Z,Temperature,-0.07
2023-10-30T21:00:00Z,Temperature,-0.07
2023-10-31T04:15:00Z,pH,7.92
2023-10-31T04:15:00Z,Tubidity,0
2023-10-31T04:15:00Z,Actual_Conductivity,27.08
2023-10-31T04:15:00Z,Specific_Conductivity,51.96
2023-10-31T04:15:00Z,FDOM,0.53
2023-10-31T04:15:00Z,DO,9.83
2023-10-31T04:15:00Z,DO_Sat,79.95
2023-10-31T04:15:00Z,Chl-a,0.01
2023-10-31T04:15:00Z,Temperature,-0.07
2023-10-31T04:00:00Z,pH,7.93
2023-10-31T04:00:00Z,Tubidity,0
2023-10-31T04:00:00Z,Actual_Conductivity,27.05
2023-10-31T04:00:00Z,Specific_Conductivity,51.9
2023-10-31T04:00:00Z,FDOM,0.53
2023-10-31T04:00:00Z,DO,9.82
2023-10-31T04:00:00Z,DO_Sat,79.92
2023-10-31T04:00:00Z,Chl-a,0.01
2023-10-31T04:00:00Z,Temperature,-0.07
2023-10-31T03:45:00Z,pH,7.93
2023-10-31T03:45:00Z,Tubidity,0
2023-10-31T03:45:00Z,Actual_Conductivity,27.03
2023-10-31T03:45:00Z,Specific_Conductivity,51.86
2023-10-31T03:45:00Z,FDOM,0.53
2023-10-31T03:45:00Z,DO,9.82
2023-10-31T03:45:00Z,DO_Sat,79.93
2023-10-31T03:45:00Z,Chl-a,0.01
2023-10-31T03:45:00Z,Temperature,-0.07
2023-10-31T03:30:00Z,pH,7.93
2023-10-31T03:30:00Z,Tubidity,0
2023-10-31T03:30:00Z,Actual_Conductivity,27
2023-10-31T03:30:00Z,Specific_Conductivity,51.81
2023-10-31T03:30:00Z,FDOM,0.52
2023-10-31T03:30:00Z,DO,9.82
2023-10-31T03:30:00Z,DO_Sat,79.93
2023-10-31T03:30:00Z,Chl-a,0.01
2023-10-31T03:30:00Z,Temperature,-0.07
2023-10-31T03:15:00Z,pH,7.94
2023-10-31T03:15:00Z,Tubidity,0
2023-10-31T03:15:00Z,Actual_Conductivity,26.98
2023-10-31T03:15:00Z,Specific_Conductivity,51.78
2023-10-31T03:15:00Z,FDOM,0.52
2023-10-31T03:15:00Z,DO,9.82
2023-10-31T03:15:00Z,DO_Sat,79.87
2023-10-31T03:15:00Z,Chl-a,0.01
2023-10-31T03:15:00Z,Temperature,-0.07
2023-10-31T03:00:00Z,pH,7.94
2023-10-31T03:00:00Z,Tubidity,0
2023-10-31T03:00:00Z,Actual_Conductivity,26.96
2023-10-31T03:00:00Z,Specific_Conductivity,51.74
2023-10-31T03:00:00Z,FDOM,0.52
2023-10-31T03:00:00Z,DO,9.81
2023-10-31T03:00:00Z,DO_Sat,79.85
2023-10-31T03:00:00Z,Chl-a,0.01
2023-10-31T03:00:00Z,Temperature,-0.07
2023-10-31T02:45:00Z,pH,7.94
2023-10-31T02:45:00Z,Tubidity,0
2023-10-31T02:45:00Z,Actual_Conductivity,26.96
2023-10-31T02:45:00Z,Specific_Conductivity,51.72
2023-10-31T02:45:00Z,FDOM,0.52
2023-10-31T02:45:00Z,DO,9.81
2023-10-31T02:45:00Z,DO_Sat,79.85
2023-10-31T02:45:00Z,Chl-a,0.01
2023-10-31T02:45:00Z,Temperature,-0.07
2023-10-31T02:30:00Z,pH,7.94
2023-10-31T02:30:00Z,Tubidity,0
2023-10-31T02:30:00Z,Actual_Conductivity,26.97
2023-10-31T02:30:00Z,Specific_Conductivity,51.74
2023-10-31T02:30:00Z,FDOM,0.52
2023-10-31T02:30:00Z,DO,9.81
2023-10-31T02:30:00Z,DO_Sat,79.81
2023-10-31T02:30:00Z,Chl-a,0.01
2023-10-31T02:30:00Z,Temperature,-0.07
2023-10-31T02:15:00Z,pH,7.93
2023-10-31T02:15:00Z,Tubidity,0
2023-10-31T02:15:00Z,Actual_Conductivity,26.97
2023-10-31T02:15:00Z,Specific_Conductivity,51.75
2023-10-31T02:15:00Z,FDOM,0.51
2023-10-31T02:15:00Z,DO,9.81
2023-10-31T02:15:00Z,DO_Sat,79.86
2023-10-31T02:15:00Z,Chl-a,0.01
2023-10-31T02:15:00Z,Temperature,-0.07
2023-10-31T02:00:00Z,pH,7.93
2023-10-31T02:00:00Z,Tubidity,0
2023-10-31T02:00:00Z,Actual_Conductivity,27.01
2023-10-31T02:00:00Z,Specific_Conductivity,51.84
2023-10-31T02:00:00Z,FDOM,0.51
2023-10-31T02:00:00Z,DO,9.81
2023-10-31T02:00:00Z,DO_Sat,79.81
2023-10-31T02:00:00Z,Chl-a,0.01
2023-10-31T02:00:00Z,Temperature,-0.07
2023-10-31T01:45:00Z,pH,7.94
2023-10-31T01:45:00Z,Tubidity,0
2023-10-31T01:45:00Z,Actual_Conductivity,27.05
2023-10-31T01:45:00Z,Specific_Conductivity,51.89
2023-10-31T01:45:00Z,FDOM,0.51
2023-10-31T01:45:00Z,DO,9.81
2023-10-31T01:45:00Z,DO_Sat,79.79
2023-10-31T01:45:00Z,Chl-a,0.01
2023-10-31T01:45:00Z,Temperature,-0.07
2023-10-31T01:30:00Z,pH,7.94
2023-10-31T01:30:00Z,Tubidity,0
2023-10-31T01:30:00Z,Actual_Conductivity,27.11
2023-10-31T01:30:00Z,Specific_Conductivity,52.01
2023-10-31T01:30:00Z,FDOM,0.51
2023-10-31T01:30:00Z,DO,9.81
2023-10-31T01:30:00Z,DO_Sat,79.84
2023-10-31T01:30:00Z,Chl-a,0.01
2023-10-31T01:30:00Z,Temperature,-0.07
2023-10-31T01:15:00Z,pH,7.94
2023-10-31T01:15:00Z,Tubidity,0
2023-10-31T01:15:00Z,Actual_Conductivity,27.19
2023-10-31T01:15:00Z,Specific_Conductivity,52.17
2023-10-31T01:15:00Z,FDOM,0.51
2023-10-31T01:15:00Z,DO,9.82
2023-10-31T01:15:00Z,DO_Sat,79.91
2023-10-31T01:15:00Z,Chl-a,0.01
2023-10-31T01:15:00Z,Temperature,-0.07
2023-10-31T01:00:00Z,pH,7.94
2023-10-31T01:00:00Z,Tubidity,0
2023-10-31T01:00:00Z,Actual_Conductivity,27.3
2023-10-31T01:00:00Z,Specific_Conductivity,52.39
2023-10-31T01:00:00Z,FDOM,0.51
2023-10-31T01:00:00Z,DO,9.83
2023-10-31T01:00:00Z,DO_Sat,79.94
2023-10-31T01:00:00Z,Chl-a,0.01
2023-10-31T01:00:00Z,Temperature,-0.07
2023-10-31T00:45:00Z,pH,7.95
2023-10-31T00:45:00Z,Tubidity,0
2023-10-31T00:45:00Z,Actual_Conductivity,27.42
2023-10-31T00:45:00Z,Specific_Conductivity,52.61
2023-10-31T00:45:00Z,FDOM,0.51
2023-10-31T00:45:00Z,DO,9.83
2023-10-31T00:45:00Z,DO_Sat,79.99
2023-10-31T00:45:00Z,Chl-a,0.01
2023-10-31T00:45:00Z,Temperature,-0.07
2023-10-31T00:30:00Z,pH,7.96
2023-10-31T00:30:00Z,Tubidity,0
2023-10-31T00:30:00Z,Actual_Conductivity,27.56
2023-10-31T00:30:00Z,Specific_Conductivity,52.88
2023-10-31T00:30:00Z,FDOM,0.51
2023-10-31T00:30:00Z,DO,9.83
2023-10-31T00:30:00Z,DO_Sat,80.01
2023-10-31T00:30:00Z,Chl-a,0.01
2023-10-31T00:30:00Z,Temperature,-0.07
2023-10-31T00:15:00Z,pH,7.97
2023-10-31T00:15:00Z,Tubidity,0
2023-10-31T00:15:00Z,Actual_Conductivity,27.7
2023-10-31T00:15:00Z,Specific_Conductivity,53.14
2023-10-31T00:15:00Z,FDOM,0.51
2023-10-31T00:15:00Z,DO,9.84
2023-10-31T00:15:00Z,DO_Sat,80.08
2023-10-31T00:15:00Z,Chl-a,0.01
2023-10-31T00:15:00Z,Temperature,-0.07
2023-10-31T00:00:00Z,pH,7.98
2023-10-31T00:00:00Z,Tubidity,0
2023-10-31T00:00:00Z,Actual_Conductivity,27.85
2023-10-31T00:00:00Z,Specific_Conductivity,53.43
2023-10-31T00:00:00Z,FDOM,0.51
2023-10-31T00:00:00Z,DO,9.85
2023-10-31T00:00:00Z,DO_Sat,80.12
2023-10-31T00:00:00Z,Chl-a,0.01
2023-10-31T00:00:00Z,Temperature,-0.07
2023-10-30T23:45:00Z,pH,7.98
2023-10-30T23:45:00Z,Tubidity,0
2023-10-30T23:45:00Z,Actual_Conductivity,27.95
2023-10-30T23:45:00Z,Specific_Conductivity,53.61
2023-10-30T23:45:00Z,FDOM,0.52
2023-10-30T23:45:00Z,DO,9.85
2023-10-30T23:45:00Z,DO_Sat,80.15
2023-10-30T23:45:00Z,Chl-a,0.01
2023-10-30T23:45:00Z,Temperature,-0.06
2023-10-30T23:30:00Z,pH,8
2023-10-30T23:30:00Z,Tubidity,0
2023-10-30T23:30:00Z,Actual_Conductivity,28.03
2023-10-30T23:30:00Z,Specific_Conductivity,53.77
2023-10-30T23:30:00Z,FDOM,0.52
2023-10-30T23:30:00Z,DO,9.85
2023-10-30T23:30:00Z,DO_Sat,80.2
2023-10-30T23:30:00Z,Chl-a,0.01
2023-10-30T23:30:00Z,Temperature,-0.06
2023-10-30T23:15:00Z,pH,8.01
2023-10-30T23:15:00Z,Tubidity,0
2023-10-30T23:15:00Z,Actual_Conductivity,28.08
2023-10-30T23:15:00Z,Specific_Conductivity,53.87
2023-10-30T23:15:00Z,FDOM,0.52
2023-10-30T23:15:00Z,DO,9.85
2023-10-30T23:15:00Z,DO_Sat,80.2
2023-10-30T23:15:00Z,Chl-a,0.01
2023-10-30T23:15:00Z,Temperature,-0.06
2023-10-30T23:00:00Z,pH,7.99
2023-10-30T23:00:00Z,Tubidity,0
2023-10-30T23:00:00Z,Actual_Conductivity,28.09
2023-10-30T23:00:00Z,Specific_Conductivity,53.89
2023-10-30T23:00:00Z,FDOM,0.53
2023-10-30T23:00:00Z,DO,9.86
2023-10-30T23:00:00Z,DO_Sat,80.21
2023-10-30T23:00:00Z,Chl-a,0.01
2023-10-30T23:00:00Z,Temperature,-0.07
2023-10-30T22:45:00Z,pH,7.99
2023-10-30T22:45:00Z,Tubidity,0
2023-10-30T22:45:00Z,Actual_Conductivity,28.07
2023-10-30T22:45:00Z,Specific_Conductivity,53.85
2023-10-30T22:45:00Z,FDOM,0.53
2023-10-30T22:45:00Z,DO,9.86
2023-10-30T22:45:00Z,DO_Sat,80.2
2023-10-30T22:45:00Z,Chl-a,0.01
2023-10-30T22:45:00Z,Temperature,-0.07
2023-10-30T22:30:00Z,pH,7.98
2023-10-30T22:30:00Z,Tubidity,0
2023-10-30T22:30:00Z,Actual_Conductivity,28.04
2023-10-30T22:30:00Z,Specific_Conductivity,53.8
2023-10-30T22:30:00Z,FDOM,0.53
2023-10-30T22:30:00Z,DO,9.85
2023-10-30T22:30:00Z,DO_Sat,80.18
2023-10-30T22:30:00Z,Chl-a,0.01
2023-10-30T22:30:00Z,Temperature,-0.07
2023-10-30T22:15:00Z,pH,7.98
2023-10-30T22:15:00Z,Tubidity,0
2023-10-30T22:15:00Z,Actual_Conductivity,28.03
2023-10-30T22:15:00Z,Specific_Conductivity,53.79
2023-10-30T22:15:00Z,FDOM,0.53
2023-10-30T22:15:00Z,DO,9.85
2023-10-30T22:15:00Z,DO_Sat,80.16
2023-10-30T22:15:00Z,Chl-a,0.01
2023-10-30T22:15:00Z,Temperature,-0.07
2023-10-30T22:00:00Z,Temperature,-0.07
2023-10-30T21:45:00Z,pH,7.98
2023-10-30T21:45:00Z,Tubidity,0
2023-10-30T21:45:00Z,Actual_Conductivity,28.18
2023-10-30T21:45:00Z,Specific_Conductivity,54.08
2023-10-30T21:45:00Z,FDOM,0.54
2023-10-30T21:45:00Z,DO,9.85
2023-10-30T21:45:00Z,DO_Sat,80.16
2023-10-30T21:45:00Z,Chl-a,0.01
2023-10-30T21:45:00Z,Temperature,-0.07
2023-10-30T21:30:00Z,pH,7.98
2023-10-30T21:30:00Z,Tubidity,0
2023-10-30T21:30:00Z,Actual_Conductivity,28.35
2023-10-30T21:30:00Z,Specific_Conductivity,54.39
2023-10-30T21:30:00Z,FDOM,0.54
2023-10-30T21:30:00Z,DO,9.86
2023-10-30T21:30:00Z,DO_Sat,80.21
2023-10-30T21:30:00Z,Chl-a,0
2023-10-30T21:30:00Z,Temperature,-0.07
2023-10-30T21:15:00Z,pH,8.01
2023-10-30T21:15:00Z,Tubidity,0.05
2023-10-30T21:15:00Z,Actual_Conductivity,28.51
2023-10-30T21:15:00Z,Specific_Conductivity,54.7
2023-10-30T21:15:00Z,FDOM,0.54
2023-10-30T21:15:00Z,DO,9.85
2023-10-30T21:15:00Z,DO_Sat,80.18
2023-10-30T21:15:00Z,Chl-a,0.01
2023-10-30T21:15:00Z,Temperature,-0.07
2023-10-31T16:15:00Z,pH,7.95
2023-10-31T16:15:00Z,Tubidity,0
2023-10-31T16:15:00Z,Actual_Conductivity,28.95
2023-10-31T16:15:00Z,Specific_Conductivity,55.54
2023-10-31T16:15:00Z,FDOM,0.57
2023-10-31T16:15:00Z,DO,9.82
2023-10-31T16:15:00Z,DO_Sat,79.9
2023-10-31T16:15:00Z,Chl-a,0.01
2023-10-31T16:15:00Z,Temperature,-0.06
2023-10-31T16:00:00Z,pH,7.95
2023-10-31T16:00:00Z,Tubidity,0
2023-10-31T16:00:00Z,Actual_Conductivity,28.95
2023-10-31T16:00:00Z,Specific_Conductivity,55.53
2023-10-31T16:00:00Z,FDOM,0.57
2023-10-31T16:00:00Z,DO,9.83
2023-10-31T16:00:00Z,DO_Sat,79.99
2023-10-31T16:00:00Z,Chl-a,0
2023-10-31T16:00:00Z,Temperature,-0.06
2023-10-31T15:45:00Z,pH,7.93
2023-10-31T15:45:00Z,Tubidity,0
2023-10-31T15:45:00Z,Actual_Conductivity,28.94
2023-10-31T15:45:00Z,Specific_Conductivity,55.52
2023-10-31T15:45:00Z,FDOM,0.57
2023-10-31T15:45:00Z,DO,9.84
2023-10-31T15:45:00Z,DO_Sat,80.06
2023-10-31T15:45:00Z,Chl-a,0.01
2023-10-31T15:45:00Z,Temperature,-0.07
2023-10-31T15:30:00Z,pH,7.94
2023-10-31T15:30:00Z,Tubidity,0
2023-10-31T15:30:00Z,Actual_Conductivity,28.93
2023-10-31T15:30:00Z,Specific_Conductivity,55.51
2023-10-31T15:30:00Z,FDOM,0.57
2023-10-31T15:30:00Z,DO,9.84
2023-10-31T15:30:00Z,DO_Sat,80.05
2023-10-31T15:30:00Z,Chl-a,0
2023-10-31T15:30:00Z,Temperature,-0.06
2023-10-31T15:15:00Z,pH,7.93
2023-10-31T15:15:00Z,Tubidity,0
2023-10-31T15:15:00Z,Actual_Conductivity,28.93
2023-10-31T15:15:00Z,Specific_Conductivity,55.51
2023-10-31T15:15:00Z,FDOM,0.58
2023-10-31T15:15:00Z,DO,9.83
2023-10-31T15:15:00Z,DO_Sat,79.95
2023-10-31T15:15:00Z,Chl-a,0.01
2023-10-31T15:15:00Z,Temperature,-0.07
2023-10-31T15:00:00Z,pH,7.92
2023-10-31T15:00:00Z,Tubidity,0
2023-10-31T15:00:00Z,Actual_Conductivity,28.92
2023-10-31T15:00:00Z,Specific_Conductivity,55.49
2023-10-31T15:00:00Z,FDOM,0.58
2023-10-31T15:00:00Z,DO,9.83
2023-10-31T15:00:00Z,DO_Sat,79.96
2023-10-31T15:00:00Z,Chl-a,0
2023-10-31T15:00:00Z,Temperature,-0.07
2023-10-31T14:45:00Z,pH,7.92
2023-10-31T14:45:00Z,Tubidity,0
2023-10-31T14:45:00Z,Actual_Conductivity,28.89
2023-10-31T14:45:00Z,Specific_Conductivity,55.43
2023-10-31T14:45:00Z,FDOM,0.58
2023-10-31T14:45:00Z,DO,9.81
2023-10-31T14:45:00Z,DO_Sat,79.82
2023-10-31T14:45:00Z,Chl-a,0
2023-10-31T14:45:00Z,Temperature,-0.07
2023-10-31T14:30:00Z,pH,7.92
2023-10-31T14:30:00Z,Tubidity,0
2023-10-31T14:30:00Z,Actual_Conductivity,28.84
2023-10-31T14:30:00Z,Specific_Conductivity,55.35
2023-10-31T14:30:00Z,FDOM,0.58
2023-10-31T14:30:00Z,DO,9.81
2023-10-31T14:30:00Z,DO_Sat,79.84
2023-10-31T14:30:00Z,Chl-a,0.01
2023-10-31T14:30:00Z,Temperature,-0.07
2023-10-31T14:15:00Z,pH,7.92
2023-10-31T14:15:00Z,Tubidity,0
2023-10-31T14:15:00Z,Actual_Conductivity,28.8
2023-10-31T14:15:00Z,Specific_Conductivity,55.27
2023-10-31T14:15:00Z,FDOM,0.57
2023-10-31T14:15:00Z,DO,9.81
2023-10-31T14:15:00Z,DO_Sat,79.79
2023-10-31T14:15:00Z,Chl-a,0
2023-10-31T14:15:00Z,Temperature,-0.07
2023-10-31T14:00:00Z,pH,7.91
2023-10-31T14:00:00Z,Tubidity,0
2023-10-31T14:00:00Z,Actual_Conductivity,28.74
2023-10-31T14:00:00Z,Specific_Conductivity,55.17
2023-10-31T14:00:00Z,FDOM,0.58
2023-10-31T14:00:00Z,DO,9.8
2023-10-31T14:00:00Z,DO_Sat,79.7
2023-10-31T14:00:00Z,Chl-a,0.01
2023-10-31T14:00:00Z,Temperature,-0.07
2023-10-31T13:45:00Z,pH,7.9
2023-10-31T13:45:00Z,Tubidity,0
2023-10-31T13:45:00Z,Actual_Conductivity,28.7
2023-10-31T13:45:00Z,Specific_Conductivity,55.08
2023-10-31T13:45:00Z,FDOM,0.58
2023-10-31T13:45:00Z,DO,9.8
2023-10-31T13:45:00Z,DO_Sat,79.74
2023-10-31T13:45:00Z,Chl-a,0.01
2023-10-31T13:45:00Z,Temperature,-0.07
2023-10-31T13:30:00Z,pH,7.9
2023-10-31T13:30:00Z,Tubidity,0
2023-10-31T13:30:00Z,Actual_Conductivity,28.65
2023-10-31T13:30:00Z,Specific_Conductivity,54.99
2023-10-31T13:30:00Z,FDOM,0.57
2023-10-31T13:30:00Z,DO,9.8
2023-10-31T13:30:00Z,DO_Sat,79.69
2023-10-31T13:30:00Z,Chl-a,0
2023-10-31T13:30:00Z,Temperature,-0.07
2023-10-31T13:15:00Z,pH,7.92
2023-10-31T13:15:00Z,Tubidity,0
2023-10-31T13:15:00Z,Actual_Conductivity,28.62
2023-10-31T13:15:00Z,Specific_Conductivity,54.91
2023-10-31T13:15:00Z,FDOM,0.57
2023-10-31T13:15:00Z,DO,9.8
2023-10-31T13:15:00Z,DO_Sat,79.7
2023-10-31T13:15:00Z,Chl-a,0.01
2023-10-31T13:15:00Z,Temperature,-0.07
2023-10-31T13:00:00Z,pH,7.91
2023-10-31T13:00:00Z,Tubidity,0
2023-10-31T13:00:00Z,Actual_Conductivity,28.57
2023-10-31T13:00:00Z,Specific_Conductivity,54.83
2023-10-31T13:00:00Z,FDOM,0.57
2023-10-31T13:00:00Z,DO,9.79
2023-10-31T13:00:00Z,DO_Sat,79.66
2023-10-31T13:00:00Z,Chl-a,0.01
2023-10-31T13:00:00Z,Temperature,-0.07
2023-10-31T12:45:00Z,pH,7.92
2023-10-31T12:45:00Z,Tubidity,0
2023-10-31T12:45:00Z,Actual_Conductivity,28.54
2023-10-31T12:45:00Z,Specific_Conductivity,54.76
2023-10-31T12:45:00Z,FDOM,0.57
2023-10-31T12:45:00Z,DO,9.8
2023-10-31T12:45:00Z,DO_Sat,79.73
2023-10-31T12:45:00Z,Chl-a,0.01
